사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-02,2호선,0247,도림천,0,0,315,345,889,702,"2,582","2,979","3,044","5,828","1,763","1,943","1,575","1,376","1,319","1,243","1,953","1,582","1,541",961,"1,748","1,471","1,943","1,174","1,996","1,443","2,684","1,698","3,434","2,511","1,736","2,365",806,"1,375",727,"1,279",326,"1,077",202,855,40,231,1,4,0,0,0,0,2020-03-03 12:13:59
2020-02,2호선,0248,양천구청,20,0,"4,129",839,"9,576","1,911","29,019","4,494","26,361","8,927","15,045","5,388","9,075","4,551","8,290","4,355","8,720","5,628","8,540","6,846","7,471","6,898","6,770","8,368","7,231","9,551","8,237","13,629","8,820","25,387","3,874","24,355","2,656","13,067","2,452","11,545","2,042","11,078",868,"8,464",138,"2,818",0,29,1,0,0,0,2020-03-03 12:13:59
2020-02,2호선,0249,신정네거리,49,7,"6,890","1,345","11,415","8,016","37,953","4,599","36,011","10,889","19,330","7,590","12,268","6,565","10,961","6,832","11,610","7,752","11,517","9,224","10,253","10,059","9,945","11,883","12,063","14,489","14,464","20,144","11,890","36,921","6,992","31,202","4,824","17,016","4,024","14,993","3,464","13,718","1,674","9,079",265,"2,618",1,192,0,0,0,0,2020-03-03 12:13:59
2020-02,2호선,0250,용두(동대문구청),5,0,924,168,"1,281",790,"4,408","2,002","7,610","5,877","3,470","3,429","2,596","2,495","2,773","2,889","3,244","2,702","3,370","3,205","3,397","3,600","3,808","3,863","3,759","3,498","3,969","3,854","5,296","7,166","2,553","5,350","1,691","2,839","1,390","2,623","1,171","1,908",413,"1,404",77,436,0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0309,지축,0,0,855,275,"3,581","1,558","10,668","2,277","11,090","2,215","5,308","1,419","3,571","1,404","3,050","1,803","3,130","2,019","3,099","2,365","2,579","2,510","2,842","2,919","3,278","3,670","3,650","4,796","2,762","9,679","1,312","8,409",875,"5,473",581,"4,507",520,"3,982",276,"2,494",57,664,1,1,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0310,구파발,120,4,"8,439","1,381","25,873","7,270","82,181","17,318","79,733","24,109","39,191","22,302","25,189","20,613","23,021","17,322","24,284","20,082","24,099","22,007","23,024","21,753","24,427","22,679","27,089","25,386","29,802","32,262","28,671","60,736","18,040","59,974","13,833","33,112","12,506","28,287","10,917","25,249","3,898","18,441",645,"6,080",3,331,0,2,0,0,2020-03-03 12:13:59
2020-02,3호선,0311,연신내,293,24,"24,198","1,879","44,764","11,150","128,476","16,479","158,307","32,164","84,195","34,565","53,437","31,128","47,525","31,143","52,554","34,706","51,727","40,397","46,809","43,337","45,961","49,948","48,183","58,381","49,926","75,491","47,694","129,458","34,558","126,899","27,858","70,807","25,427","61,608","23,301","57,201","12,164","37,820","2,334","12,459",1,28,2,2,0,0,2020-03-03 12:13:59
2020-02,3호선,0312,불광,22,1,"8,278",976,"16,450","5,184","47,287","8,169","59,310","28,868","30,999","26,676","20,869","22,874","19,981","18,886","20,172","21,003","22,149","23,866","21,208","24,712","22,105","25,666","23,065","28,273","25,191","33,761","29,604","54,957","17,036","47,609","13,087","26,617","11,957","22,973","9,153","21,059","3,817","13,757",681,"4,377",0,2,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0313,녹번,9,3,"7,452","1,196","17,968","9,718","51,902","6,736","62,715","16,043","33,558","9,398","18,872","7,477","15,800","7,278","15,436","8,576","15,049","10,190","13,351","11,032","12,711","12,915","15,339","16,772","16,592","22,084","17,570","42,311","8,587","40,010","5,903","23,783","5,110","20,918","3,907","18,783","1,786","12,031",257,"3,405",0,0,0,1,0,0,2020-03-03 12:13:59
2020-02,3호선,0314,홍제,34,0,"7,769","1,354","18,825","7,854","54,659","9,900","68,581","22,075","39,067","15,122","25,670","13,911","22,634","13,753","24,216","15,608","23,479","17,606","21,139","19,064","21,112","22,950","22,586","26,278","24,605","32,739","25,577","55,448","13,824","51,111","10,536","28,996","8,872","25,809","6,449","22,377","2,848","14,759",490,"4,305",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0315,무악재,19,0,"1,522",186,"4,204","1,367","13,472","2,486","16,238","4,710","9,164","3,304","6,071","2,723","5,035","2,767","5,127","3,217","4,725","3,686","4,089","4,098","3,885","4,593","4,099","5,794","4,736","7,419","6,062","13,450","2,998","12,595","2,076","7,439","1,859","6,829","1,274","6,574",629,"4,280",92,"1,206",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0316,독립문,80,1,"4,273",629,"5,373","3,833","14,081","9,709","18,235","18,880","12,893","11,392","9,837","9,530","9,400","7,493","11,005","7,818","10,950","9,397","10,174","8,482","10,666","8,795","10,550","9,749","11,746","11,648","14,668","16,470","7,093","14,262","5,024","8,460","4,181","7,325","2,973","7,355","1,125","4,825",201,"1,981",3,697,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0317,경복궁(정부서울청사),69,0,"2,417","1,289","4,994","11,478","12,370","34,058","18,205","108,579","18,147","50,650","14,364","33,486","17,268","27,978","20,380","25,850","25,044","28,611","27,121","24,731","31,590","21,754","38,477","19,711","52,392","21,422","93,955","27,543","35,816","20,255","27,592","10,977","31,840","9,294","19,125","8,974","8,159","5,415","1,216","1,713",0,55,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0318,안국,25,0,"1,549","1,793","2,827","18,271","5,296","83,816","7,933","103,409","8,259","58,608","10,660","36,879","14,742","33,140","19,279","30,108","23,018","30,337","26,189","28,736","31,135","23,558","36,486","20,601","85,898","18,519","110,344","18,613","44,464","10,359","32,280","5,970","28,512","4,888","17,793","4,823","6,040","2,639",934,945,0,0,0,1,0,0,2020-03-03 12:13:59
2020-02,3호선,0319,종로3가,3,1,635,673,"1,140","4,759","1,765","12,967","2,567","48,074","3,836","46,592","5,719","29,566","8,064","21,227","9,390","20,735","10,724","19,614","12,238","20,256","16,591","18,266","17,779","14,567","26,808","14,248","53,751","14,555","35,659","9,105","16,602","4,549","16,452","3,463","12,692","2,852","5,572","1,972",647,742,1,11,0,1,0,0,2020-03-03 12:13:59
2020-02,3호선,0320,을지로3가,9,0,495,862,962,"7,631","1,831","31,267","3,281","78,420","5,116","36,368","6,341","17,010","7,928","12,858","8,419","11,345","10,199","12,580","11,873","10,976","13,466","10,393","16,626","10,323","32,796","10,953","67,966","13,419","29,560","8,081","18,159","3,766","16,512","2,856","12,820","2,018","6,739","1,374","1,163",418,0,3,0,1,0,0,2020-03-03 12:13:59
2020-02,3호선,0321,충무로,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,5,0,4,0,6,0,5,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0322,동대입구,11,1,"1,155","1,010","2,142","6,811","4,177","17,176","7,003","55,541","5,324","20,461","4,950","12,370","5,788","11,584","6,847","10,590","8,628","11,856","9,989","10,568","10,992","9,574","14,616","8,384","29,322","9,335","43,347","11,205","15,386","6,993","10,515","4,101","11,016","4,083","8,582","3,460","2,906","2,455",371,968,0,78,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0323,약수,86,2,"5,097",954,"9,417","5,082","22,255","10,565","37,938","32,745","24,872","21,033","16,354","14,284","15,530","12,529","17,261","12,819","17,989","14,220","17,079","15,114","17,104","15,909","18,167","18,114","21,486","24,080","32,391","39,346","18,508","28,844","14,121","17,529","14,380","16,046","10,883","14,613","5,496","9,376","1,039","3,506",3,518,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0324,금호,18,4,"4,163",501,"8,204","2,512","23,848","3,952","35,932","7,859","21,901","6,461","12,592","5,710","10,597","5,836","10,597","7,202","10,612","8,611","9,290","9,066","9,376","10,639","9,397","12,131","10,145","16,945","10,557","28,633","7,128","22,072","5,555","14,126","4,520","12,585","3,508","11,407","1,702","6,886",298,"2,007",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0325,옥수,184,18,"2,580",999,"7,578","3,978","21,023","6,208","31,138","14,410","19,381","10,671","12,119","7,410","11,107","7,737","11,250","9,235","12,420","10,470","11,314","10,680","11,256","12,046","12,479","13,797","14,200","19,059","16,325","30,984","10,175","24,424","7,550","15,732","6,802","13,422","4,851","13,514","2,380","7,426",417,"1,994",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0326,압구정,66,3,"2,949","1,866","6,972","20,101","14,245","40,709","23,969","142,325","17,064","150,177","20,021","68,439","26,151","52,417","31,435","44,797","35,658","51,081","42,515","46,202","50,745","40,250","58,125","38,719","74,872","42,973","133,438","52,511","97,138","33,852","71,305","15,020","49,696","11,367","38,097","9,420","13,573","5,778","1,633","2,100",4,280,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0327,신사,63,7,"4,081","1,430","6,084","19,925","11,103","42,505","17,865","112,020","15,422","130,067","16,482","66,234","21,632","45,962","26,928","47,638","33,280","52,714","39,107","50,517","47,004","46,638","55,647","44,905","78,155","48,582","134,862","67,834","98,159","43,227","63,107","19,023","65,876","13,729","54,986","10,601","24,350","8,028","3,147","3,311",0,5,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0328,잠원,0,0,"1,241",649,"5,279","3,808","14,020","6,899","21,022","9,059","12,609","7,260","7,468","4,613","7,292","4,727","8,237","5,633","8,009","6,626","7,070","6,249","7,303","6,684","8,010","7,270","9,446","10,115","10,709","17,476","6,180","13,764","4,070","8,222","3,850","7,658","2,867","8,840",946,"4,771",127,"1,435",0,0,2,2,0,0,2020-03-03 12:13:59
2020-02,3호선,0329,고속터미널,121,0,"4,673","2,962","6,343","24,514","21,547","38,704","38,165","74,099","39,769","86,916","42,716","69,112","50,830","72,722","62,168","71,672","67,623","72,679","70,461","75,939","78,513","79,929","88,154","79,059","108,998","84,666","119,729","103,014","96,393","68,598","106,897","39,679","68,601","30,264","46,936","22,366","16,680","12,663","1,908","1,963",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0330,교대(법원.검찰청),21,0,834,542,"2,743","5,190","6,936","15,213","11,160","46,024","8,677","33,561","8,865","15,464","11,215","10,506","12,691","9,671","16,226","10,189","18,418","9,719","20,246","8,935","23,002","8,711","35,422","10,641","63,968","16,240","27,364","9,969","20,769","4,710","22,943","3,354","22,306","3,075","8,579","2,216","1,308",761,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0331,남부터미널(예술의전당),48,1,"2,496",923,"7,058","21,690","23,059","48,585","38,808","150,464","31,224","73,850","28,154","44,683","30,588","34,416","34,013","38,317","36,624","43,167","38,610","43,890","43,282","40,626","49,758","41,795","78,691","44,910","139,290","58,668","63,444","39,856","41,568","22,072","39,485","17,793","31,420","14,353","12,990","8,096","1,259","2,262",0,2,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0332,양재(서초구청),75,2,"4,639","2,420","11,808","34,810","29,655","91,129","42,368","241,138","29,077","122,255","24,972","53,977","27,378","42,428","33,034","37,715","40,697","43,945","41,087","38,379","48,222","37,578","57,516","37,677","101,440","48,005","198,854","69,211","95,956","50,034","61,257","28,406","58,331","23,984","41,552","20,648","15,850","12,452","1,638","3,752",1,12,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0333,매봉,0,0,"1,327",483,"5,396","8,618","12,293","17,756","17,334","67,870","11,551","32,719","8,846","12,402","9,125","9,837","9,669","9,539","10,705","10,006","12,170","9,188","13,722","9,107","15,762","9,385","27,244","12,507","60,443","18,122","22,495","13,894","13,527","7,671","14,281","6,709","9,535","6,337","3,312","3,935",456,"1,173",0,43,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0334,도곡,43,0,992,267,"3,118","3,233","7,359","10,247","10,457","20,279","6,475","16,508","4,733","6,916","5,091","6,204","6,131","5,892","6,286","6,443","6,385","5,794","7,373","5,194","8,979","5,126","14,016","6,630","17,523","9,326","9,592","8,303","5,766","4,471","5,535","4,004","3,494","3,759","1,319","2,327",201,"1,262",1,252,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0335,대치,4,0,"2,128",811,"10,038","7,113","21,807","15,351","23,402","26,189","13,149","21,255","9,942","13,507","10,201","11,613","13,195","15,098","15,513","18,907","13,549","15,488","15,963","14,967","17,122","16,239","26,765","21,498","27,730","25,778","17,062","21,196","12,056","11,575","13,547","10,671","28,451","10,215","3,734","6,091",392,"1,840",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0336,학여울,0,0,400,180,"1,384","1,540","3,203","2,681","4,211","6,897","2,643","3,922","1,756","2,787","1,938","2,166","2,312","2,467","2,484","2,849","2,821","2,718","3,580","2,565","3,888","2,161","4,821","2,568","6,082","3,810","2,704","3,323","1,828","1,941","1,493","1,670","1,132","1,601",305,"1,121",51,383,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0337,대청,13,1,"3,090","1,065","8,700","6,209","23,665","10,166","30,342","24,085","15,649","11,145","11,337","7,136","10,593","7,412","11,604","8,225","11,983","8,517","11,239","9,100","12,419","10,576","13,969","10,985","18,544","14,773","25,825","23,272","11,230","21,985","7,874","13,444","6,429","11,810","4,625","13,023","1,966","7,446",265,"2,514",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0338,일원,4,1,"1,658","1,251","6,897","7,436","18,734","22,673","20,702","20,366","13,560","16,171","12,572","14,294","13,770","10,413","13,757","11,594","12,609","12,824","13,637","11,656","15,395","10,054","16,884","9,169","26,590","11,279","15,870","17,191","8,994","15,637","6,315","9,388","4,151","8,914","3,030","8,862","1,182","4,467",140,"1,542",0,20,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0339,수서,169,4,"4,006","1,717","10,767","11,471","30,631","22,357","40,316","48,744","25,693","28,178","22,702","17,602","19,477","14,802","23,137","17,553","22,654","18,129","18,209","19,072","23,399","21,053","25,056","22,961","32,503","28,209","46,666","43,215","21,777","34,355","19,783","22,892","14,200","17,898","12,669","18,131","5,421","8,034",519,"3,520",0,298,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0340,가락시장,8,1,"2,183",527,"5,868","4,382","17,494","8,388","21,802","29,471","14,098","13,786","11,086","9,451","10,654","9,271","11,322","9,728","11,914","10,718","12,038","10,647","12,284","11,691","13,606","12,158","15,954","15,080","28,815","22,859","12,095","18,612","9,004","10,719","8,065","9,165","6,211","8,468","2,727","5,696",427,"1,724",1,49,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0341,경찰병원,6,1,"2,208",156,"6,167","2,701","20,036","6,863","25,527","28,724","14,463","14,328","10,043","8,945","9,512","5,775","8,117","6,875","9,241","8,627","9,291","8,328","9,028","7,706","9,685","8,076","13,898","11,256","19,927","19,285","7,251","17,506","5,406","10,210","4,973","8,621","3,510","7,966","1,213","5,410",203,"1,398",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,3호선,0342,오금,9,1,"3,002",9,"5,923","1,660","22,612","4,908","29,964","13,767","14,564","5,892","7,952","4,195","6,733","3,652","7,396","4,381","7,739","4,952","6,102","5,238","5,993","6,420","6,365","7,223","8,927","10,435","12,632","19,638","5,199","15,567","3,702","9,677","3,150","8,548","2,619","8,995",925,"5,712",149,"1,726",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0409,당고개,69,1,"7,680",15,"15,183","6,411","46,717","6,705","47,892","12,138","27,685","11,818","18,587","10,889","16,486","9,591","17,444","11,322","17,398","11,707","15,255","11,982","14,704","15,327","15,322","17,874","16,476","22,533","15,982","34,893","10,900","35,298","6,871","22,784","5,362","20,126","4,183","18,698","1,860","13,837",320,"4,984",2,486,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0410,상계,58,1,"11,670",123,"30,740","6,423","85,498","8,212","76,185","17,778","39,857","15,402","25,970","13,780","22,757","13,392","24,539","16,564","23,574","18,254","20,901","19,219","19,674","21,063","20,756","26,039","21,740","34,575","23,164","58,215","15,115","60,999","10,817","35,959","9,973","30,402","10,555","27,527","3,907","20,849",655,"6,783",3,710,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0411,노원,74,1,"11,387",572,"22,253","7,898","51,167","10,754","55,088","27,554","31,030","31,919","22,782","22,798","22,050","21,746","24,430","25,352","25,614","29,289","25,909","30,978","26,666","32,732","28,899","37,054","31,722","47,916","35,511","78,427","25,804","71,136","27,630","40,261","25,658","32,924","26,204","29,194","13,777","20,751","2,557","7,557",1,339,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0412,창동,"1,167",18,"15,433","2,264","32,543","11,771","90,474","14,902","78,589","35,998","48,360","30,661","34,623","26,234","32,999","25,392","34,949","29,138","35,876","34,257","33,529","35,748","34,172","41,128","36,593","45,529","40,662","54,282","47,182","87,785","25,787","87,216","19,987","49,528","18,987","41,164","15,932","38,815","7,784","27,383","1,305","10,484",1,19,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0413,쌍문,81,2,"20,357","1,108","47,195","9,245","119,067","12,555","129,624","27,025","74,251","21,540","46,493","18,616","38,366","18,512","39,905","22,579","37,204","25,748","32,338","28,083","31,118","35,111","32,865","41,830","34,977","56,224","36,105","97,128","23,778","101,468","16,843","59,912","14,407","49,111","10,971","47,787","5,773","31,411",809,"10,735",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0414,수유(강북구청),98,7,"17,459","3,569","39,036","11,266","105,894","19,398","127,288","51,362","74,687","37,955","47,933","28,701","42,709","28,514","45,725","32,140","45,455","37,951","42,591","40,846","42,185","45,439","44,405","54,838","49,521","69,081","62,660","116,890","39,003","114,873","29,468","68,001","26,212","58,768","22,849","53,836","13,770","34,806","2,423","9,555",0,1,0,1,0,0,2020-03-03 12:13:59
2020-02,4호선,0415,미아(서울사이버대학),30,8,"8,985","1,735","18,495","4,665","46,083","10,147","55,682","29,144","32,481","17,055","21,233","13,291","19,438","13,779","21,083","14,256","20,839","16,160","19,478","16,949","18,534","20,247","19,369","23,061","21,986","29,185","26,443","44,078","16,455","40,973","11,134","24,340","9,953","21,641","6,811","19,299","3,160","12,661",553,"3,509",1,0,0,1,0,0,2020-03-03 12:13:59
2020-02,4호선,0416,미아사거리,28,4,"12,849","2,311","31,961","7,546","88,026","14,206","104,972","30,996","58,898","32,275","37,310","24,533","33,574","25,167","35,910","28,677","36,633","30,367","34,894","33,892","35,469","40,064","37,509","45,583","38,988","58,702","43,721","97,637","32,821","88,236","31,409","49,229","19,965","41,757","16,301","39,232","8,704","23,522","1,585","5,748",1,1,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0417,길음,17,2,"7,995","1,771","24,652","7,440","75,139","10,623","86,314","24,319","42,918","18,867","26,251","16,089","22,327","15,779","24,304","17,544","24,416","21,379","21,968","20,940","22,074","23,226","23,566","27,355","27,764","37,478","27,976","66,725","18,894","60,652","13,783","34,779","10,252","30,347","9,544","30,707","3,949","20,801",669,"4,551",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0418,성신여대입구(돈암),26,3,"4,729","1,596","14,943","5,622","42,832","12,552","55,002","30,240","33,268","26,433","23,448","19,101","22,014","18,238","26,006","21,573","26,791","24,192","25,789","24,104","26,680","26,607","29,265","28,602","35,317","36,925","40,877","58,222","27,094","51,235","23,651","30,726","24,568","26,173","21,633","25,323","11,067","17,738","1,757","4,816",0,0,1,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0419,한성대입구(삼선교),41,2,"6,612",939,"11,101","5,582","28,198","12,049","37,511","24,109","23,969","20,660","16,955","14,198","16,043","12,850","18,562","14,728","19,475","15,938","17,855","16,078","18,183","17,246","20,293","19,198","25,150","24,161","28,873","34,937","16,392","30,641","12,356","18,354","11,447","16,230","9,902","16,590","4,854","10,805",796,"6,803",2,460,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0420,혜화,22,2,"3,429","2,103","6,339","17,569","15,026","38,784","19,364","107,267","21,136","72,127","24,885","50,118","27,640","43,043","29,368","54,170","33,345","72,070","39,391","64,016","50,923","51,622","64,404","51,192","85,738","57,552","113,133","70,580","64,519","55,759","59,890","19,678","76,031","17,004","80,177","15,424","30,871","10,515","4,468","3,956",1,28,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0421,동대문,243,6,"7,880","2,674","3,574","12,282","4,974","34,576","6,677","76,673","10,429","67,075","15,219","48,558","20,322","39,700","25,461","33,856","28,419","32,028","34,265","31,730","40,697","27,899","49,749","21,822","79,071","18,384","74,128","15,174","34,579","20,171","22,269","13,246","20,012","8,576","17,072","6,512","7,304","6,468","1,385","1,796",0,20,0,0,0,0,2020-03-03 12:13:59
